year,hour_of_day,is_holiday,weekday,is_workingday,temperature,feels_like_temperature,humidity,windspeed,rented_bikes,year,dayofweek,year_season,hour_workingday_casual,hour_workingday_registered,count_season,season_1,season_2,season_3,season_4,weathersit_1,weathersit_2,weathersit_3,weathersit_4,mnth_1,mnth_2,mnth_3,mnth_4,mnth_5,mnth_6,mnth_7,mnth_8,mnth_9,mnth_10,mnth_11,mnth_12
0,-0.22370635045618667,0,6,0,-0.6075659063445873,-0.476446639938523,0.6882034667127092,0.5198962301931148,36,2011,5,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.07907658725622882,0,6,0,-0.7114347176922952,-0.8290894535346782,0.9473724999661597,0.7643036554493984,56,2011,5,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.06555317594372903,0,6,0,-0.3998282836491717,-0.30012523314044504,0.7400372733633993,0.7643036554493984,84,2011,5,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.21018293914368688,0,6,0,-0.19209066095375596,-0.12380382634236739,0.4808682401099487,0.8860986600085493,94,2011,5,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.3548127023436447,0,6,0,-0.19209066095375596,-0.12380382634236739,0.4808682401099487,0.7643036554493984,106,2011,5,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.49944246554360255,0,6,0,-0.29595947230146386,-0.2116735703242477,0.7400372733633993,0.8860986600085493,110,2011,5,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.6440722287435604,0,6,0,-0.3998282836491717,-0.30012523314044504,0.9992063066168493,0.8860986600085493,93,2011,5,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7887019919435182,0,6,0,-0.29595947230146386,-0.2116735703242477,0.9992063066168493,0.7643036554493984,67,2011,5,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9333317551434761,0,6,0,-0.3998282836491717,-0.30012523314044504,1.31020914652099,0.5198962301931148,35,2011,5,2011.1,1,1,56.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.077961518343434,0,6,0,-0.3998282836491717,-0.30012523314044504,1.31020914652099,0.5198962301931148,37,2011,5,2011.1,1,1,56.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.2225912815433917,0,6,0,-0.5036970949968793,-0.38799497712232534,1.2583753398703,0.5198962301931148,36,2011,5,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.3672210447433497,0,6,0,-0.5036970949968793,-0.38799497712232534,1.2583753398703,0.03189879581852941,34,2011,5,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.5118508079433075,0,6,0,-0.5036970949968793,-0.38799497712232534,1.62121198642513,0.2763062210748125,28,2011,5,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.6564805711432653,0,6,0,-0.19209066095375596,-0.12380382634236739,1.31020914652099,0.8860986600085493,39,2011,5,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.670003982455765,0,0,0,-0.19209066095375596,-0.12380382634236739,1.31020914652099,0.8860986600085493,17,2011,6,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.5253742192558073,0,0,0,-0.29595947230146386,-0.2116735703242477,1.62121198642513,0.5198962301931148,17,2011,6,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.3807444560558495,0,0,0,-0.3998282836491717,-0.30012523314044504,1.9322148263292707,0.7643036554493984,9,2011,6,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.2361146928558915,0,0,0,-0.19209066095375596,-0.12380382634236739,1.62121198642513,0.03189879581852941,6,2011,6,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.0914849296559337,0,0,0,-0.19209066095375596,-0.12380382634236739,1.62121198642513,0.03189879581852941,3,2011,6,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.8022254032560181,0,0,0,-0.3998282836491717,-0.30012523314044504,0.7400372733633993,0.8860986600085493,2,2011,6,2011.1,0,0,56.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.6575956400560602,0,0,0,-0.5036970949968793,-0.38799497712232534,0.6882034667127092,0.03189879581852941,1,2011,6,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.5129658768561024,0,0,0,-0.5036970949968793,-0.38799497712232534,0.4290344334592586,0.2763062210748125,8,2011,6,2011.1,0,0,56.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.3683361136561445,0,0,0,-0.6075659063445873,-0.476446639938523,0.6882034667127092,0.2763062210748125,20,2011,6,2011.1,0,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.22370635045618667,0,0,0,-0.7114347176922952,-0.7406377907184809,0.9473724999661597,0.2763062210748125,53,2011,6,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.07907658725622882,0,0,0,-0.7114347176922952,-0.8290894535346782,0.4290344334592586,0.5198962301931148,70,2011,6,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.06555317594372903,0,0,0,-0.7114347176922952,-0.8290894535346782,0.16986540020580868,0.8860986600085493,93,2011,6,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.21018293914368688,0,0,0,-0.7114347176922952,-0.7406377907184809,0.16986540020580868,-0.4560986385560562,75,2011,6,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.3548127023436447,0,0,0,-0.7114347176922952,-0.7406377907184809,0.6882034667127092,0.03189879581852941,59,2011,6,2011.1,1,1,56.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.49944246554360255,0,0,0,-0.8153035290400027,-0.8290894535346782,0.9473724999661597,-0.2116912132997729,74,2011,6,2011.1,1,1,56.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.6440722287435604,0,0,0,-0.8153035290400027,-0.8290894535346782,0.4290344334592586,-0.2116912132997729,76,2011,6,2011.1,1,1,56.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7887019919435182,0,0,0,-0.8153035290400027,-0.8290894535346782,-0.2966388596504023,0.03189879581852941,65,2011,6,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9333317551434761,0,0,0,-0.7114347176922952,-0.8290894535346782,-0.8668107328079927,1.1305060852648328,53,2011,6,2011.1,1,1,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.077961518343434,0,0,0,-0.9191723403877107,-1.0932806043146361,-1.0741459594107532,2.106500954014004,30,2011,6,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.2225912815433917,0,0,0,-1.0230411517354185,-1.1817322671308335,-1.229647379362823,1.374096094383135,22,2011,6,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.3672210447433497,0,0,0,-1.230778774430834,-1.4459234179107914,-0.9704783461093729,1.1305060852648328,31,2011,6,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.5118508079433075,0,0,0,-1.3346475857785418,-1.5343750807269887,-0.9704783461093729,0.8860986600085493,9,2011,6,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.6564805711432653,0,0,0,-1.4385163971262496,-1.4459234179107914,-0.8149769261573029,-0.2116912132997729,8,2011,6,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.670003982455765,0,1,1,-1.4385163971262496,-1.622244824708869,-0.9704783461093729,1.374096094383135,5,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.5253742192558073,0,1,1,-1.5423852084739573,-1.798566231506947,-0.9704783461093729,1.8620935287577205,2,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.0914849296559337,0,1,1,-1.7501228311693733,-1.9748876383050247,-0.8149769261573029,1.6185035196394182,1,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.9468551664559759,0,1,1,-1.7501228311693733,-1.9748876383050247,-0.8149769261573029,0.7643036554493984,3,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.8022254032560181,0,1,1,-1.8539916425170808,-2.1512090451031023,-0.6594755062052325,1.6185035196394182,30,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.6575956400560602,0,1,1,-1.8539916425170808,-1.9748876383050247,-0.6594755062052325,0.03189879581852941,64,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.5129658768561024,0,1,1,-1.8539916425170808,-2.063339301121222,-0.6594755062052325,0.7643036554493984,154,2011,0,2011.1,0,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.3683361136561445,0,1,1,-1.7501228311693733,-1.9748876383050247,-1.022312152760063,1.6185035196394182,88,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.22370635045618667,0,1,1,-1.6462540198216653,-1.798566231506947,-1.022312152760063,0.5198962301931148,44,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.07907658725622882,0,1,1,-1.5423852084739573,-1.7106964875250668,-1.177813572712133,1.1305060852648328,51,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.06555317594372903,0,1,1,-1.4385163971262496,-1.5343750807269887,-1.4369826059655837,0.8860986600085493,61,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.21018293914368688,0,1,1,-1.3346475857785418,-1.5343750807269887,-1.4369826059655837,0.7643036554493984,61,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.3548127023436447,0,1,1,-1.230778774430834,-1.358053673928911,-1.696151639219034,0.7643036554493984,77,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.49944246554360255,0,1,1,-1.230778774430834,-1.358053673928911,-1.696151639219034,0.5198962301931148,72,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.6440722287435604,0,1,1,-1.230778774430834,-1.358053673928911,-1.696151639219034,0.5198962301931148,76,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7887019919435182,0,1,1,-1.3346475857785418,-1.4459234179107914,-1.696151639219034,0.2763062210748125,157,2011,0,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9333317551434761,0,1,1,-1.3346475857785418,-1.2696020111127138,-1.5924840259176536,-0.6996886476743587,157,2011,0,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.077961518343434,0,1,1,-1.5423852084739573,-1.2696020111127138,-0.8149769261573029,-1.5538885118643786,110,2011,0,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.2225912815433917,0,1,1,-1.5423852084739573,-1.4459234179107914,-0.8149769261573029,-0.6996886476743587,52,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.3672210447433497,0,1,1,-1.6462540198216653,-1.622244824708869,0.06619778690442844,-0.4560986385560562,52,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.5118508079433075,0,1,1,-1.8539916425170808,-1.8870178943231444,0.32536682015787843,-0.4560986385560562,20,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.6564805711432653,0,1,1,-1.6462540198216653,-1.5343750807269887,-0.40030647295178196,-0.6996886476743587,12,2011,0,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.670003982455765,0,2,1,-1.7501228311693733,-1.7106964875250668,-0.40030647295178196,-0.6996886476743587,5,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.5253742192558073,0,2,1,-1.7501228311693733,-1.7106964875250668,-0.1929712463490221,-0.6996886476743587,2,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.3807444560558495,0,2,1,-1.8539916425170808,-1.8870178943231444,0.014363980253738333,-0.4560986385560562,1,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.0914849296559337,0,2,1,-1.8539916425170808,-1.7106964875250668,0.014363980253738333,-0.8214836522335098,2,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.9468551664559759,0,2,1,-1.9578604538647888,-1.8870178943231444,0.2735330135071889,-0.6996886476743587,4,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.8022254032560181,0,2,1,-1.9578604538647888,-1.8870178943231444,0.584535853411329,-0.6996886476743587,36,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.6575956400560602,0,2,1,-1.9578604538647888,-1.8870178943231444,0.584535853411329,-0.4560986385560562,94,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.5129658768561024,0,2,1,-1.8539916425170808,-1.8870178943231444,0.32536682015787843,-0.2116912132997729,179,2011,1,2011.1,0,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.3683361136561445,0,2,1,-1.7501228311693733,-1.8870178943231444,0.06619778690442844,0.2763062210748125,100,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.22370635045618667,0,2,1,-1.7501228311693733,-1.9748876383050247,0.32536682015787843,1.1305060852648328,42,2011,1,2011.1,1,0,56.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.07907658725622882,0,2,1,-1.4385163971262496,-1.5343750807269887,-0.6076416995545424,0.8860986600085493,57,2011,1,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.06555317594372903,0,2,1,-1.4385163971262496,-1.4459234179107914,-0.6076416995545424,-0.2116912132997729,78,2011,1,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.21018293914368688,0,2,1,-1.3346475857785418,-1.4459234179107914,-0.34847266630109186,0.03189879581852941,97,2011,1,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.3548127023436447,0,2,1,-1.230778774430834,-1.2696020111127138,-0.5558078929038524,0.2763062210748125,63,2011,1,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.49944246554360255,0,2,1,-1.126909963083126,-1.1817322671308335,-0.5558078929038524,0.5198962301931148,65,2011,1,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.6440722287435604,0,2,1,-1.0230411517354185,-1.0932806043146361,-0.7113093128559226,0.5198962301931148,83,2011,1,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7887019919435182,0,2,1,-1.126909963083126,-1.1817322671308335,-0.7631431195066127,0.2763062210748125,212,2011,1,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9333317551434761,0,2,1,-1.230778774430834,-1.2696020111127138,-0.7631431195066127,0.03189879581852941,182,2011,1,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.077961518343434,0,2,1,-1.3346475857785418,-1.2696020111127138,-0.7631431195066127,-0.6996886476743587,112,2011,1,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.2225912815433917,0,2,1,-1.3346475857785418,-1.2696020111127138,-0.7631431195066127,-0.6996886476743587,54,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.3672210447433497,0,2,1,-1.4385163971262496,-1.1817322671308335,0.06619778690442844,-1.5538885118643786,48,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.5118508079433075,0,2,1,-1.4385163971262496,-1.2696020111127138,0.06619778690442844,-0.8214836522335098,35,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.6564805711432653,0,2,1,-1.5423852084739573,-1.4459234179107914,0.32536682015787843,-0.8214836522335098,11,2011,1,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.670003982455765,0,3,1,-1.5423852084739573,-1.2696020111127138,0.06619778690442844,-1.5538885118643786,6,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.5253742192558073,0,3,1,-1.7501228311693733,-1.622244824708869,0.584535853411329,-0.8214836522335098,6,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.3807444560558495,0,3,1,-1.7501228311693733,-1.622244824708869,0.584535853411329,-0.8214836522335098,2,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.0914849296559337,0,3,1,-1.3346475857785418,-1.4459234179107914,-0.7631431195066127,0.2763062210748125,2,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.9468551664559759,0,3,1,-1.4385163971262496,-1.4459234179107914,-0.8149769261573029,-0.2116912132997729,3,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.8022254032560181,0,3,1,-1.5423852084739573,-1.622244824708869,-0.8149769261573029,0.2763062210748125,33,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.6575956400560602,0,3,1,-1.6462540198216653,-1.7106964875250668,-1.022312152760063,0.03189879581852941,88,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.5129658768561024,0,3,1,-1.5423852084739573,-1.7106964875250668,-1.177813572712133,0.8860986600085493,195,2011,2,2011.1,0,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.3683361136561445,0,3,1,-1.4385163971262496,-1.622244824708869,-1.3333149926642034,1.1305060852648328,115,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.22370635045618667,0,3,1,-1.4385163971262496,-1.622244824708869,-1.3333149926642034,1.1305060852648328,57,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.07907658725622882,0,3,1,-1.230778774430834,-1.4459234179107914,-1.5406502192669635,1.1305060852648328,46,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.06555317594372903,0,3,1,-1.230778774430834,-1.4459234179107914,-1.5406502192669635,1.1305060852648328,79,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.21018293914368688,0,3,1,-1.126909963083126,-1.2696020111127138,-1.696151639219034,0.8860986600085493,71,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.3548127023436447,0,3,1,-1.0230411517354185,-1.0932806043146361,-1.7998192525204137,0.03189879581852941,62,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.49944246554360255,0,3,1,-1.0230411517354185,-1.0932806043146361,-1.7998192525204137,0.03189879581852941,62,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.6440722287435604,0,3,1,-1.0230411517354185,-0.9169591975165585,-1.7998192525204137,-0.8214836522335098,89,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.7887019919435182,0,3,1,-1.3346475857785418,-1.4459234179107914,-1.2814811860135134,0.03189879581852941,190,2011,2,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.9333317551434761,0,3,1,-1.3346475857785418,-1.358053673928911,-1.2814811860135134,-0.4560986385560562,169,2011,2,2011.1,1,1,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.077961518343434,0,3,1,-1.3346475857785418,-1.2696020111127138,-1.2814811860135134,-0.6996886476743587,132,2011,2,2011.1,1,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.2225912815433917,0,3,1,-1.4385163971262496,-1.4459234179107914,-0.8149769261573029,-0.2116912132997729,89,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.3672210447433497,0,3,1,-1.5423852084739573,-1.622244824708869,-0.6076416995545424,0.03189879581852941,43,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.5118508079433075,0,3,1,-1.6462540198216653,-1.622244824708869,-0.40030647295178196,-0.4560986385560562,42,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1.6564805711432653,0,3,1,-1.5423852084739573,-1.2696020111127138,-0.8149769261573029,-1.5538885118643786,19,2011,2,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.670003982455765,0,4,1,-1.6462540198216653,-1.358053673928911,-0.40030647295178196,-1.5538885118643786,11,2011,3,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-1.5253742192558073,0,4,1,-1.7501228311693733,-1.4459234179107914,0.06619778690442844,-1.5538885118643786,4,2011,3,2011.1,0,0,56.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
